"20:41:27.527694 ARP, Request who-has 192.168.223.1 (Broadcast) tell 192.168.223.130, length 46"
"20:41:35.974427 IP 192.168.223.130.43420 > 192.168.223.128.49153: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:35.974574 IP 192.168.223.129.49156 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:35.974606 IP 192.168.223.2.144 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:35.974633 IP 192.168.223.128.49153 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.074546 IP 192.168.223.130.43421 > 192.168.223.1.3128: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.074617 IP 192.168.223.130.43421 > 192.168.223.2.144: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.074637 IP 192.168.223.130.43421 > 192.168.223.128.49153: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.074663 IP 192.168.223.130.43421 > 192.168.223.129.49156: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.074711 IP 192.168.223.130.43421 > 192.168.223.254.nfs: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.074742 IP 192.168.223.2.144 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:36.074796 IP 192.168.223.128.49153 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.074822 IP 192.168.223.129.49156 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.177471 IP 192.168.223.130.43420 > 192.168.223.128.144: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.177545 IP 192.168.223.130.43420 > 192.168.223.129.49153: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.177576 IP 192.168.223.130.43420 > 192.168.223.254.81: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.177618 IP 192.168.223.130.43420 > 192.168.223.1.26: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.177641 IP 192.168.223.130.43420 > 192.168.223.2.3128: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.177684 IP 192.168.223.128.144 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.177731 IP 192.168.223.129.49153 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.177757 IP 192.168.223.2.3128 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:36.278286 IP 192.168.223.130.43421 > 192.168.223.1.26: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.278349 IP 192.168.223.130.43421 > 192.168.223.2.3128: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.278367 IP 192.168.223.130.43421 > 192.168.223.128.144: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.278400 IP 192.168.223.130.43421 > 192.168.223.129.49153: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.278440 IP 192.168.223.130.43421 > 192.168.223.254.81: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.278470 IP 192.168.223.2.3128 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:36.278575 IP 192.168.223.128.144 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.278612 IP 192.168.223.129.49153 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.381156 IP 192.168.223.130.43420 > 192.168.223.2.26: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.381226 IP 192.168.223.130.43420 > 192.168.223.128.3128: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.381264 IP 192.168.223.130.43420 > 192.168.223.129.144: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.381310 IP 192.168.223.130.43420 > 192.168.223.254.9999: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.381328 IP 192.168.223.130.43420 > 192.168.223.1.tproxy: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.381376 IP 192.168.223.2.26 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:36.381418 IP 192.168.223.128.3128 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.381443 IP 192.168.223.129.144 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.484191 IP 192.168.223.130.43421 > 192.168.223.1.tproxy: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.484250 IP 192.168.223.130.43421 > 192.168.223.254.9999: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.484287 IP 192.168.223.130.43420 > 192.168.223.129.3128: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.484315 IP 192.168.223.130.43420 > 192.168.223.254.5000: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.484347 IP 192.168.223.130.43420 > 192.168.223.1.32768: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.484364 IP 192.168.223.130.43420 > 192.168.223.2.tproxy: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.484460 IP 192.168.223.2.tproxy > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:36.484501 IP 192.168.223.129.3128 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.584846 IP 192.168.223.130.43421 > 192.168.223.1.32768: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.584908 IP 192.168.223.130.43421 > 192.168.223.2.tproxy: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.584955 IP 192.168.223.130.43421 > 192.168.223.129.3128: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.584985 IP 192.168.223.130.43421 > 192.168.223.254.5000: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.585004 IP 192.168.223.130.43420 > 192.168.223.254.time: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.585020 IP 192.168.223.130.43420 > 192.168.223.1.5009: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.585111 IP 192.168.223.2.tproxy > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:36.585141 IP 192.168.223.129.3128 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.688635 IP 192.168.223.130.43421 > 192.168.223.1.5009: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.688703 IP 192.168.223.130.43421 > 192.168.223.254.time: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.688723 IP 192.168.223.130.43420 > 192.168.223.129.26: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.688777 IP 192.168.223.130.43420 > 192.168.223.254.ms-sql-s: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.688795 IP 192.168.223.130.43420 > 192.168.223.1.nfs: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.688865 IP 192.168.223.129.26 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.789921 IP 192.168.223.130.43421 > 192.168.223.1.nfs: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.789974 IP 192.168.223.130.43421 > 192.168.223.129.26: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.790004 IP 192.168.223.130.43421 > 192.168.223.254.ms-sql-s: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.790022 IP 192.168.223.130.43420 > 192.168.223.254.poppassd: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.790037 IP 192.168.223.130.43420 > 192.168.223.1.81: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.790118 IP 192.168.223.129.26 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.892520 IP 192.168.223.130.43421 > 192.168.223.1.81: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.892593 IP 192.168.223.130.43421 > 192.168.223.254.poppassd: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.892633 IP 192.168.223.130.43420 > 192.168.223.129.tproxy: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.892806 IP 192.168.223.129.tproxy > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:36.993272 IP 192.168.223.130.43421 > 192.168.223.129.tproxy: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:36.993322 IP 192.168.223.130.43420 > 192.168.223.2.32768: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.993351 IP 192.168.223.130.43420 > 192.168.223.128.26: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:36.993419 IP 192.168.223.2.32768 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:36.993450 IP 192.168.223.129.tproxy > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:36.993499 IP 192.168.223.128.26 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.093546 IP 192.168.223.130.43420 > 192.168.223.1.9999: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.093613 IP 192.168.223.130.43420 > 192.168.223.2.5009: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.093632 IP 192.168.223.130.43420 > 192.168.223.128.tproxy: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.093658 IP 192.168.223.130.43420 > 192.168.223.129.32768: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.093712 IP 192.168.223.2.5009 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:37.093848 IP 192.168.223.128.tproxy > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.093878 IP 192.168.223.129.32768 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.194448 IP 192.168.223.130.43421 > 192.168.223.1.9999: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.194503 IP 192.168.223.130.43421 > 192.168.223.2.5009: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.194521 IP 192.168.223.130.43421 > 192.168.223.128.tproxy: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.194555 IP 192.168.223.130.43421 > 192.168.223.129.32768: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.194609 IP 192.168.223.2.5009 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:37.194724 IP 192.168.223.128.tproxy > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.194753 IP 192.168.223.129.32768 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.297087 IP 192.168.223.130.43420 > 192.168.223.129.5009: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.297156 IP 192.168.223.130.43420 > 192.168.223.254.shell: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.297186 IP 192.168.223.130.43420 > 192.168.223.1.5000: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.297210 IP 192.168.223.130.43420 > 192.168.223.2.nfs: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.297239 IP 192.168.223.130.43420 > 192.168.223.128.32768: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.297289 IP 192.168.223.129.5009 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.297378 IP 192.168.223.2.nfs > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:37.297421 IP 192.168.223.128.32768 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.397621 IP 192.168.223.130.43421 > 192.168.223.1.5000: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.397686 IP 192.168.223.130.43421 > 192.168.223.2.nfs: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.397722 IP 192.168.223.130.43421 > 192.168.223.128.32768: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.397749 IP 192.168.223.130.43421 > 192.168.223.129.5009: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.397792 IP 192.168.223.130.43421 > 192.168.223.254.shell: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.397822 IP 192.168.223.2.nfs > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:37.397877 IP 192.168.223.128.32768 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.397902 IP 192.168.223.129.5009 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.500352 IP 192.168.223.130.43420 > 192.168.223.128.5009: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.500411 IP 192.168.223.130.43420 > 192.168.223.129.nfs: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.500476 IP 192.168.223.130.43420 > 192.168.223.254.1029: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.500551 IP 192.168.223.130.43420 > 192.168.223.1.time: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.500580 IP 192.168.223.130.43420 > 192.168.223.2.81: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.500665 IP 192.168.223.128.5009 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.500735 IP 192.168.223.129.nfs > 192.168.223.130.43420: Flags [S.], seq 957969676, ack 2736444173, win 5840, options [mss 1460], length 0"
"20:41:37.500823 IP 192.168.223.2.81 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:37.500853 IP 192.168.223.130.43420 > 192.168.223.129.nfs: Flags [R], seq 2736444173, win 0, length 0"
"20:41:37.600927 IP 192.168.223.130.43421 > 192.168.223.1.time: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.600990 IP 192.168.223.130.43421 > 192.168.223.2.81: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.601008 IP 192.168.223.130.43421 > 192.168.223.128.5009: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.601044 IP 192.168.223.130.43421 > 192.168.223.129.nfs: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.601087 IP 192.168.223.130.43421 > 192.168.223.254.1029: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.601117 IP 192.168.223.2.81 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:37.601299 IP 192.168.223.128.5009 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.601328 IP 192.168.223.129.nfs > 192.168.223.130.43421: Flags [S.], seq 973912108, ack 2736509710, win 5840, options [mss 1460], length 0"
"20:41:37.601423 IP 192.168.223.130.43421 > 192.168.223.129.nfs: Flags [R], seq 2736509710, win 0, length 0"
"20:41:37.645089 IP 192.168.223.1.57621 > 192.168.223.255.57621: UDP, length 44"
"20:41:37.704312 IP 192.168.223.130.43420 > 192.168.223.2.9999: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.704377 IP 192.168.223.130.43420 > 192.168.223.128.nfs: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.704430 IP 192.168.223.130.43420 > 192.168.223.129.81: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.704475 IP 192.168.223.130.43420 > 192.168.223.254.svrloc: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.704492 IP 192.168.223.130.43420 > 192.168.223.1.ms-sql-s: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.704541 IP 192.168.223.2.9999 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:37.704640 IP 192.168.223.128.nfs > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.704668 IP 192.168.223.129.81 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:37.804657 IP 192.168.223.130.43421 > 192.168.223.1.ms-sql-s: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.804730 IP 192.168.223.130.43421 > 192.168.223.2.9999: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.804748 IP 192.168.223.130.43421 > 192.168.223.128.nfs: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.804789 IP 192.168.223.130.43421 > 192.168.223.129.81: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.804832 IP 192.168.223.130.43421 > 192.168.223.254.svrloc: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:37.804861 IP 192.168.223.2.9999 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:37.804903 IP 192.168.223.128.nfs > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.804941 IP 192.168.223.129.81 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:37.907635 IP 192.168.223.130.43420 > 192.168.223.1.poppassd: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.907703 IP 192.168.223.130.43420 > 192.168.223.2.5000: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.907722 IP 192.168.223.130.43420 > 192.168.223.128.81: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.907749 IP 192.168.223.130.43420 > 192.168.223.129.9999: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.907792 IP 192.168.223.130.43420 > 192.168.223.254.afpovertcp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:37.907821 IP 192.168.223.2.5000 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:37.907874 IP 192.168.223.128.81 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
