20:42:53.364011 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:54.363206 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:55.360924 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:43:11.595021 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 11681:13141, ack 742, win 64240, length 1460
20:43:11.595560 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 13141:14601, ack 742, win 64240, length 1460
20:43:11.595741 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 14601, win 64240, length 0
20:43:11.596253 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 14601:16061, ack 742, win 64240, length 1460
20:43:11.597302 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 16061:17521, ack 742, win 64240, length 1460
20:43:11.597451 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 17521, win 64240, length 0
20:43:11.597705 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 17521:18981, ack 742, win 64240, length 1460
20:43:11.597997 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 18981:20441, ack 742, win 64240, length 1460
20:43:11.598154 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 20441, win 64240, length 0
20:43:11.599021 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 20441:21901, ack 742, win 64240, length 1460
20:43:11.599127 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 21901:23361, ack 742, win 64240, length 1460
20:43:11.599285 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 23361, win 64240, length 0
20:43:11.606006 IP 192.168.223.130.63987 > 192.168.223.128.enbd-cstatd: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:11.606061 IP 192.168.223.130.63987 > 192.168.223.129.enbd-cstatd: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:11.606094 IP 192.168.223.130.63987 > 192.168.223.254.1900: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:11.606123 IP 192.168.223.130.63986 > 192.168.223.254.9100: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:11.606192 IP 192.168.223.128.enbd-cstatd > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:11.606243 IP 192.168.223.129.enbd-cstatd > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:11.620646 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 23361:24821, ack 742, win 64240, length 1460
20:43:11.621030 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 24821:26281, ack 742, win 64240, length 1460
20:43:11.621224 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 26281, win 64240, length 0
20:43:11.621442 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 26281:27741, ack 742, win 64240, length 1460
20:43:11.622260 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 27741:29201, ack 742, win 64240, length 1460
20:43:11.622452 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 29201, win 64240, length 0
20:43:11.626127 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 29201:36501, ack 742, win 64240, length 7300
20:43:11.626381 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 32121, win 64240, length 0
20:43:11.626527 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 35041, win 64240, length 0
20:43:11.631078 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 36501:48181, ack 742, win 64240, length 11680
20:43:11.631302 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 37961, win 64240, length 0
20:43:11.631359 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 40881, win 64240, length 0
20:43:11.631399 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 43801, win 64240, length 0
20:43:11.631423 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 46721, win 62780, length 0
20:43:11.631779 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 48181, win 64240, length 0
20:43:11.633280 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 48181:58401, ack 742, win 64240, length 10220
20:43:11.633334 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 1:240, ack 844, win 64240, length 239
20:43:11.633546 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 51101, win 64240, length 0
20:43:11.633599 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 54021, win 64240, length 0
20:43:11.633621 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 56941, win 64240, length 0
20:43:11.634258 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 58401:64241, ack 742, win 64240, length 5840
20:43:11.634827 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 59861, win 61320, length 0
20:43:11.634891 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 62781, win 58400, length 0
20:43:11.634928 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 64241, win 60700, length 0
20:43:11.635019 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 64241, win 64240, length 0
20:43:11.635068 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 64241:67161, ack 742, win 64240, length 2920
20:43:11.635199 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 67161, win 64240, length 0
20:43:11.637098 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 67161:70081, ack 742, win 64240, length 2920
20:43:11.637352 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 70081, win 64240, length 0
20:43:11.640812 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [P.], seq 844:2128, ack 240, win 64001, length 1284
20:43:11.641055 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [.], ack 2128, win 64240, length 0
20:43:11.649559 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 70081:71541, ack 742, win 64240, length 1460
20:43:11.649956 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 71541:73001, ack 742, win 64240, length 1460
20:43:11.650160 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 73001, win 64240, length 0
20:43:11.650433 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 73001:74461, ack 742, win 64240, length 1460
20:43:11.651009 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 74461:75921, ack 742, win 64240, length 1460
20:43:11.651138 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 75921, win 64240, length 0
20:43:11.651617 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 75921:77381, ack 742, win 64240, length 1460
20:43:11.652084 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 77381:78841, ack 742, win 64240, length 1460
20:43:11.652272 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 78841, win 64240, length 0
20:43:11.652413 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 78841:80301, ack 742, win 64240, length 1460
20:43:11.652950 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 80301:81761, ack 742, win 64240, length 1460
20:43:11.653144 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 81761, win 64240, length 0
20:43:11.660541 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 81761:83221, ack 742, win 64240, length 1460
20:43:11.660815 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 83221:84681, ack 742, win 64240, length 1460
20:43:11.660988 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 84681, win 64240, length 0
20:43:11.661136 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 84681:86141, ack 742, win 64240, length 1460
20:43:11.661765 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 86141:87601, ack 742, win 64240, length 1460
20:43:11.661956 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 87601, win 64240, length 0
20:43:11.662166 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 87601:89061, ack 742, win 64240, length 1460
20:43:11.662536 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 89061:90521, ack 742, win 64240, length 1460
20:43:11.662844 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 90521, win 64240, length 0
20:43:11.662874 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 90521:91981, ack 742, win 64240, length 1460
20:43:11.665830 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 91981:96361, ack 742, win 64240, length 4380
20:43:11.666021 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 93441, win 64240, length 0
20:43:11.666055 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 96361, win 64240, length 0
20:43:11.666093 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 96361:97821, ack 742, win 64240, length 1460
20:43:11.666282 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 97821:99281, ack 742, win 64240, length 1460
20:43:11.666552 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 99281:100741, ack 742, win 64240, length 1460
20:43:11.666801 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 100741:102201, ack 742, win 64240, length 1460
20:43:11.666946 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 99281, win 64240, length 0
20:43:11.666977 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 102201, win 64240, length 0
20:43:11.667143 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 102201:103661, ack 742, win 64240, length 1460
20:43:11.669176 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 103661:110961, ack 742, win 64240, length 7300
20:43:11.669309 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 105121, win 64240, length 0
20:43:11.669349 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 108041, win 64240, length 0
20:43:11.669379 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 110961, win 64240, length 0
20:43:11.669404 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 110961:112421, ack 742, win 64240, length 1460
20:43:11.669613 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 112421:113881, ack 742, win 64240, length 1460
20:43:11.669988 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 113881:115341, ack 742, win 64240, length 1460
20:43:11.670151 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 115341:116801, ack 742, win 64240, length 1460
20:43:11.670723 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 116801:118261, ack 742, win 64240, length 1460
20:43:11.671448 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 118261:119721, ack 742, win 64240, length 1460
20:43:11.671636 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 113881, win 64240, length 0
20:43:11.671668 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 116801, win 64240, length 0
20:43:11.671684 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 119721, win 64240, length 0
20:43:11.671867 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 119721:122641, ack 742, win 64240, length 2920
20:43:11.672193 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 122641:124101, ack 742, win 64240, length 1460
20:43:11.672521 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 124101:125561, ack 742, win 64240, length 1460
20:43:11.673103 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 125561:127021, ack 742, win 64240, length 1460
20:43:11.673427 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 127021:128481, ack 742, win 64240, length 1460
20:43:11.673577 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 122641, win 64240, length 0
20:43:11.673616 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 125561, win 64240, length 0
20:43:11.673633 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 128481, win 64240, length 0
20:43:11.673836 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 128481:129941, ack 742, win 64240, length 1460
20:43:11.674065 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 129941:131401, ack 742, win 64240, length 1460
20:43:11.674474 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 131401:132861, ack 742, win 64240, length 1460
20:43:11.674917 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 132861:134321, ack 742, win 64240, length 1460
20:43:11.675550 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 134321:135781, ack 742, win 64240, length 1460
20:43:11.675684 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 131401, win 64240, length 0
20:43:11.675719 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 134321, win 64240, length 0
20:43:11.676097 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 135781:137241, ack 742, win 64240, length 1460
20:43:11.677029 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 137241:138701, ack 742, win 64240, length 1460
20:43:11.677547 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 138701:140161, ack 742, win 64240, length 1460
20:43:11.677777 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 140161:141621, ack 742, win 64240, length 1460
20:43:11.677971 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 137241, win 64240, length 0
20:43:11.678002 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 140161, win 64240, length 0
20:43:11.678424 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 141621:143081, ack 742, win 64240, length 1460
20:43:11.679009 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 143081:144541, ack 742, win 64240, length 1460
20:43:11.679472 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 143081, win 64240, length 0
20:43:11.680340 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 144541:146001, ack 742, win 64240, length 1460
20:43:11.680681 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 146001, win 64240, length 0
20:43:11.680908 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 146001:147461, ack 742, win 64240, length 1460
20:43:11.681060 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 147461:148921, ack 742, win 64240, length 1460
20:43:11.681144 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 148921, win 64240, length 0
20:43:11.685975 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 148921:150381, ack 742, win 64240, length 1460
20:43:11.686308 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 150381:151841, ack 742, win 64240, length 1460
20:43:11.686472 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 151841, win 64240, length 0
20:43:11.686801 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 240:1700, ack 2128, win 64240, length 1460
20:43:11.686938 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 1700:3160, ack 2128, win 64240, length 1460
20:43:11.687302 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 3160:4620, ack 2128, win 64240, length 1460
20:43:11.687425 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 4620:6080, ack 2128, win 64240, length 1460
20:43:11.687454 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [.], ack 3160, win 64240, length 0
20:43:11.687499 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [.], ack 6080, win 64240, length 0
20:43:11.687683 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 6080:7540, ack 2128, win 64240, length 1460
20:43:11.688238 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 7540:9000, ack 2128, win 64240, length 1460
20:43:11.688384 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [.], ack 9000, win 64240, length 0
20:43:11.689021 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 9000:10460, ack 2128, win 64240, length 1460
20:43:11.689272 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 10460:12459, ack 2128, win 64240, length 1999
20:43:11.689384 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [.], ack 11920, win 64240, length 0
20:43:11.689657 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 151841:153301, ack 742, win 64240, length 1460
20:43:11.690262 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 153301:154761, ack 742, win 64240, length 1460
20:43:11.690530 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 154761:156221, ack 742, win 64240, length 1460
20:43:11.690654 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 154761, win 64240, length 0
20:43:11.690931 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 156221:157681, ack 742, win 64240, length 1460
20:43:11.691232 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 157681:159141, ack 742, win 64240, length 1460
20:43:11.691425 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 157681, win 64240, length 0
20:43:11.691718 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 159141:160601, ack 742, win 64240, length 1460
20:43:11.691923 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 160601, win 64240, length 0
20:43:11.692519 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 160601:162061, ack 742, win 64240, length 1460
20:43:11.693727 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 162061:163521, ack 742, win 64240, length 1460
20:43:11.694441 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 163521:164981, ack 742, win 64240, length 1460
20:43:11.694571 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 164981:166441, ack 742, win 64240, length 1460
20:43:11.694798 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 163521, win 61320, length 0
20:43:11.694914 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 166441, win 58400, length 0
20:43:11.695173 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 166441:167901, ack 742, win 64240, length 1460
20:43:11.695903 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 167901:169361, ack 742, win 64240, length 1460
20:43:11.696375 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 169361:170821, ack 742, win 64240, length 1460
20:43:11.696702 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 170821:172281, ack 742, win 64240, length 1460
20:43:11.697367 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 169361, win 55480, length 0
20:43:11.697424 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 172281, win 52560, length 0
